id,date,screenName,texte,type,nbre_like,nbre_retweet,type_vaccin
1440611775326478349,2021-09-22 09:39:47,DanieRicherand,"""ON"" a dit aux vax Janssen qu'ils auraient une UNIQUE dose‼️
Je n'invente rien : confirmé par un proche... et maintenant ON dit le contraire... il est où le problème⁉️🤮👎",tweet,0,0,janssen
1440609636311207942,2021-09-22 09:31:17,DanieRicherand,"Bin voyons🤮🤮🤮
Reçu hier🤮🤮🤮
Ne va pas à l'abattoir qui veut🤮
... et ça recommence avec le vax de la grippe, cf. Encadré jaune🤮
🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮
Les vax au Janssen se croyaient à l'abri (ce qu'on leur a dit)
🙈🙉🙊 https://t.co/oogCbJYHk5",tweet,0,0,janssen
1440434492091482112,2021-09-21 21:55:19,Edouard_Lhomme,"Résultats annoncés de Ensemble2, essai international de phase III évaluant l’efficacité d’un schéma à 2 doses 💉💉du vaccin de Janssen ⬇️
Un essai labellisé priorité nationale recherche avec plusieurs centaines de participants français 🇫🇷 recrutés par le réseau Covireivac https://t.co/82JA1OjZ9G
Fellow J&amp;J recipients: big press release out on impact of boosters. While the confidence intervals are huge, there’s evidence that boosting with a 2nd shot (of J&amp;J) increases effectiveness.

https://t.co/rlzKmjcKm6 https://t.co/ybYuXehjRC",quote,2,0,janssen
1439113224981516289,2021-09-18 06:25:04,gmarbran,"@Aurelie_Gascon Ici mon fils a pu profiter du rappel 11 ème dose après Janssen ki n protège plus kvde 30 %, moi semaine prochaine avec moderna fini de courir après Pfizer",tweet,0,0,janssen
1437798349269315591,2021-09-14 15:20:14,rania_mouloud,"@Nicolas_Bastet @CorinneReverbel Hum, hum!!! Il n'y aurait que ceux vaccinés au Janssen en réa ? A mon humble avis, les chiffres sont tronqués à la baisse.Ce qui serait intéressant est de connaitre le délai entre la vaccination et l'hospitalisation. Que dit-on des vaccinés par d'autres vaccins? Rien et pourtant",tweet,0,0,janssen
1437795859220074499,2021-09-14 15:10:20,SylvieDUH,"《Depuis le mois d'avril, environ un million de personnes ont été vaccinées avec ce vaccin en France. (Christophe Gateau/AP/SIPA)》

https://t.co/eQYSJnlx6M",tweet,0,0,janssen
1437795622325784584,2021-09-14 15:09:23,SylvieDUH,"《Echecs vaccinaux déjà sous-surveillance》

https://t.co/8Lczp01cGr",tweet,0,0,janssen
1437795349456883719,2021-09-14 15:08:18,SylvieDUH,"«Un nombre important de cas d'échec du vaccin Janssen a été rapporté, avec notamment des formes graves (décès, réanimation) ainsi qu'une surreprésentation des patients vaccinés par Janssen en réanimation dans deux CHU», 

https://t.co/HbsIVsyUpc",tweet,0,2,janssen
1437795139150360591,2021-09-14 15:07:28,SylvieDUH,"En réalité, Janssen interroge depuis de nombreux mois. Le docteur Franck Clarot le rappelle
https://t.co/zTB7qLQcCJ",tweet,0,0,janssen
1437656068642025473,2021-09-14 05:54:51,Ribelles5,"🕵️📻📱💻📺📰🕵️
     🔔Vaccin🔔
On avance dans le noir.
https://t.co/8st3VQ9LQi",tweet,0,0,janssen
1437528417935761410,2021-09-13 21:27:37,TrivialPanPan,"C'est quand même fou le nombre de personnes opposées au vaccin incapables :
- d'ouvrir un article
- d'aller jusqu'au bout de la lecture.

Bon, il faut dire que le titre est bien putassier.

🔗https://t.co/9pKvJCy116 https://t.co/nUEZe37ElD",tweet,4,0,janssen
1436274137085923346,2021-09-10 10:23:33,KommissarL,@PignotG @chbeziers @Emma__QUILES Camus....Janssen...Au secours !,tweet,0,0,janssen
